time          total        used        free      shared  buff/cache   available
Mem:        3935120      715824     3018239           1      201056     3202371
Mem:        3935120      719455     3014607           1      201056     3198740
Mem:        3935120      722560     3011503           1      201056     3195635
Mem:        3935120      722560     3011502           1      201056     3195635
Mem:        3935120      722561     3011502           1      201056     3195634
Mem:        3935120      722561     3011501           1      201056     3195634
Mem:        3935120      722572     3011491           1      201056     3195623
Mem:        3935120      722583     3011480           1      201056     3195612
Mem:        3935120      722588     3011475           1      201056     3195607
Mem:        3935120      722591     3011471           1      201056     3195604
Mem:        3935120      722591     3011472           1      201056     3195604
Mem:        3935120      722592     3011471           1      201056     3195603
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722596     3011467           1      201056     3195600
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722600     3011463           1      201056     3195596
Mem:        3935120      722597     3011465           1      201056     3195598
Mem:        3935120      722595     3011467           1      201056     3195600
Mem:        3935120      722596     3011467           1      201056     3195599
Mem:        3935120      722599     3011464           1      201056     3195596
Mem:        3935120      722600     3011462           1      201056     3195595
Mem:        3935120      722598     3011465           1      201056     3195597
Mem:        3935120      722599     3011464           1      201056     3195597
Mem:        3935120      722599     3011464           1      201056     3195596
Mem:        3935120      722598     3011465           1      201056     3195598
Mem:        3935120      722597     3011465           1      201056     3195598
Mem:        3935120      722596     3011466           1      201056     3195599
Mem:        3935120      722597     3011466           1      201056     3195599
Mem:        3935120      722596     3011466           1      201056     3195599
Mem:        3935120      722596     3011467           1      201056     3195600
Mem:        3935120      722596     3011467           1      201056     3195600
Mem:        3935120      722595     3011467           1      201056     3195600
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722594     3011469           1      201056     3195601
Mem:        3935120      722594     3011469           1      201056     3195601
Mem:        3935120      722594     3011469           1      201056     3195601
Mem:        3935120      722594     3011469           1      201056     3195602
Mem:        3935120      722593     3011470           1      201056     3195602
Mem:        3935120      722594     3011469           1      201056     3195602
Mem:        3935120      722594     3011469           1      201056     3195602
Mem:        3935120      722595     3011468           1      201056     3195601
Mem:        3935120      722594     3011468           1      201056     3195601
Mem:        3935120      722594     3011469           1      201056     3195601
Mem:        3935120      722595     3011468           1      201056     3195601
Mem:        3935120      722595     3011468           1      201056     3195601
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722595     3011468           1      201056     3195600
Mem:        3935120      722596     3011467           1      201056     3195600
Mem:        3935120      722596     3011467           1      201056     3195600
Mem:        3935120      722596     3011466           1      201056     3195599
Mem:        3935120      722596     3011466           1      201056     3195599
Mem:        3935120      722597     3011466           1      201056     3195599
Mem:        3935120      722597     3011466           1      201056     3195599
Mem:        3935120      722598     3011465           1      201056     3195597
Mem:        3935120      722598     3011465           1      201056     3195597
Mem:        3935120      722599     3011464           1      201056     3195596
Mem:        3935120      722597     3011466           1      201056     3195599
Mem:        3935120      722597     3011466           1      201056     3195598
Mem:        3935120      722598     3011465           1      201056     3195597
Mem:        3935120      722598     3011464           1      201056     3195597
Mem:        3935120      722599     3011464           1      201056     3195597
Mem:        3935120      722598     3011464           1      201058     3195597
Mem:        3935120      722599     3011463           1      201058     3195597
Mem:        3935120      722599     3011463           1      201058     3195596
Mem:        3935120      722598     3011463           1      201058     3195597
Mem:        3935120      722599     3011462           1      201058     3195596
Mem:        3935120      722599     3011462           1      201058     3195596
Mem:        3935120      722599     3011462           1      201058     3195596
Mem:        3935120      722599     3011462           1      201058     3195596
Mem:        3935120      722600     3011462           1      201058     3195595
Mem:        3935120      722600     3011462           1      201058     3195595
Mem:        3935120      722601     3011461           1      201058     3195595
Mem:        3935120      722601     3011460           1      201058     3195594
Mem:        3935120      722602     3011459           1      201058     3195593
Mem:        3935120      722602     3011459           1      201058     3195593
Mem:        3935120      722603     3011458           1      201058     3195592
Mem:        3935120      715521     3018540           1      201058     3202674
Mem:        3935120      695840     3038221           1      201058     3222355
Mem:        3935120      674729     3059332           1      201058     3243466
Mem:        3935120      653888     3080173           1      201058     3264307
Mem:        3935120      632749     3101312           1      201058     3285446
Mem:        3935120      611535     3122526           1      201058     3306660
Mem:        3935120      591534     3142527           1      201058     3326661
Mem:        3935120      577190     3156872           1      201058     3341006
Mem:        3935120      562057     3172004           1      201058     3356138
Mem:        3935120      547907     3186154           1      201058     3370288
Mem:        3935120      532251     3201810           1      201058     3385944
Mem:        3935120      515752     3218309           1      201058     3402443
Mem:        3935120      498952     3235109           1      201058     3419244
Mem:        3935120      480836     3253225           1      201058     3437359
Mem:        3935120      462569     3271492           1      201058     3455626
Mem:        3935120      444446     3289615           1      201058     3473750
Mem:        3935120      426711     3307350           1      201058     3491485
Mem:        3935120      410156     3323905           1      201058     3508040
Mem:        3935120      393539     3340522           1      201058     3524656
Mem:        3935120      376971     3357090           1      201058     3541225
Mem:        3935120      360361     3373700           1      201058     3557835
Mem:        3935120      342596     3391465           1      201058     3575599
Mem:        3935120      324634     3409427           1      201058     3593561
Mem:        3935120      303497     3430564           1      201058     3614699
Mem:        3935120      282682     3451379           1      201058     3635513
Mem:        3935120      261863     3472198           1      201058     3656332
Mem:        3935120      241052     3493010           1      201058     3677144
Mem:        3935120      220587     3513474           1      201058     3697609
Mem:        3935120      200042     3534019           1      201058     3718153
Mem:        3935120      179603     3554458           1      201058     3738593
Mem:        3935120      158856     3575205           1      201058     3759339
Mem:        3935120      137630     3596431           1      201058     3780565
Mem:        3935120      116861     3617200           1      201058     3801335
Mem:        3935120       95527     3638534           1      201058     3822668
Mem:        3935120       71819     3662242           1      201058     3846376
Mem:        3935120       47999     3686062           1      201058     3870197
Mem:        3935120       24705     3709356           1      201058     3893490
Mem:        3935120        5219     3728842           1      201058     3912976
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2047     3732014           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2046     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2047     3732014           1      201058     3916149
Mem:        3935120        2039     3732022           1      201058     3916157
Mem:        3935120        2039     3732022           1      201058     3916156
Mem:        3935120        2040     3732022           1      201058     3916156
Mem:        3935120        2040     3732022           1      201058     3916156
Mem:        3935120        2039     3732022           1      201058     3916156
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916156
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2042     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916156
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2040     3732021           1      201058     3916155
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732019           1      201058     3916154
Mem:        3935120        2041     3732019           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732015           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2046     3732015           1      201058     3916149
Mem:        3935120        2046     3732015           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916150
Mem:        3935120        2045     3732016           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2043     3732018           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2041     3732020           1      201058     3916154
Mem:        3935120        2042     3732019           1      201058     3916153
Mem:        3935120        2043     3732018           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916152
Mem:        3935120        2044     3732017           1      201058     3916151
Mem:        3935120        2044     3732016           1      201058     3916151
Mem:        3935120        2044     3732017           1      201058     3916151
