time          total        used        free      shared  buff/cache   available
Mem:        3935120        2252     3731840           1      201026     3915945
Mem:        3935120        2252     3731840           1      201026     3915946
Mem:        3935120        2253     3731840           1      201026     3915946
Mem:        3935120        2253     3731839           1      201026     3915945
Mem:        3935120        2252     3731840           1      201026     3915946
Mem:        3935120        2252     3731841           1      201026     3915946
Mem:        3935120        2253     3731840           1      201026     3915945
Mem:        3935120        2253     3731839           1      201026     3915945
Mem:        3935120        2252     3731841           1      201026     3915946
Mem:        3935120        2251     3731842           1      201026     3915947
Mem:        3935120        2254     3731839           1      201026     3915944
